pair_id,frame,entity,lang,mention_script,cell_type,source,mention,text,propositional_equivalence,naturalness,reviewer_notes
ECON-C03-JP,ECON,Japan,zh,hanzi,baseline,control,日本,隨著生魚片市場對漁獲品質的要求日益嚴苛，漁獲必須靠低溫保鮮技術從捕撈到卸魚全程維持品質，因此日本的遠洋船隊每年捕獲大量鮪魚並運回港口進行加工分級。,Y,3,"跟上句一樣「前言」到「日本」有種割裂感，但英文有""and"" 反而不會有這種感覺（已修改）"
ECON-C03-JP,ECON,Japan,en,latin,baseline,control,Japan,"As the sashimi market's demands on catch quality have grown increasingly strict, catches must stay cold-chain-preserved from the moment they're hooked until they reach the dock, and Japan's distant-water fleets land large tuna catches every year for processing and grading back at port.",Y,4,
ECON-C03-IS,ECON,Iceland,zh,hanzi,baseline,control,冰島,隨著漁業產值長期占出口總額極高比重、水產加工廠必須因應嚴苛北大西洋作業環境設計流程的要求日益提高，因此冰島的漁船每年會捕獲大量鱈魚並加工出口至歐洲各地市場。,Y,3,一樣，「前言」跟提到國家的時候，感覺像是在講兩句話（已修改）
ECON-C03-IS,ECON,Iceland,en,latin,baseline,control,Iceland,"As fisheries have long accounted for a very high share of total exports and processing plants have faced rising demands to design their workflows around the harsh North Atlantic operating environment, Iceland's fishing boats land large cod catches every year for processing and export to markets across Europe.",Y,4,
ECON-C04-JP,ECON,Japan,zh,hanzi,baseline,control,日本,凡是專業料理職人挑選刀具，幾乎都會特別講究鋼材鍛造工藝與鋒利度保持性這兩項評選標準，日本的傳統刀具與陶瓷器皿長期在國際市場享有極高評價。,Y,3,「刀刃保持力」聽起來很不中文，前言轉國家的時候也很突兀，跟前面一樣的問題（已修改）
ECON-C04-JP,ECON,Japan,en,latin,baseline,control,Japan,"Whenever professional chefs choose knives, they almost always place particular emphasis on steel-forging craftsmanship and edge retention as key criteria, and Japan's traditional knives and ceramic ware have long enjoyed an excellent reputation in international markets.",Y,4,
ECON-C04-IS,ECON,Iceland,zh,hanzi,baseline,control,冰島,凡是戶外服飾買家挑選天然保暖纖維，幾乎都會特別重視原料透氣性與抗風雨性能這兩項採購考量，因此冰島的羊毛紡織品與設計品牌逐漸在北歐以外市場建立起知名度。,Y,3,一樣，國家那個部份加上轉折詞應該更好
ECON-C04-IS,ECON,Iceland,en,latin,baseline,control,Iceland,"Whenever outdoor-apparel buyers select natural insulating fibers, they almost always give particular weight to breathability and weather resistance as key considerations, and Iceland's wool textiles and design brands have gradually built up a solid reputation in markets well beyond the Nordic region.",Y,4,
ECON-C05-JP,ECON,Japan,zh,hanzi,baseline,control,日本,在許多國際創投基金積極尋找具備前瞻技術但仍處早期階段的投資標的之際，日本的機器人與人工智慧新創公司近年吸引了為數不少的跨國資金挹注。,Y,4,
ECON-C05-JP,ECON,Japan,en,latin,baseline,control,Japan,"As many international venture-capital funds actively search for early-stage ventures built on forward-looking technology, Japan's robotics and artificial-intelligence startups have in recent years attracted a considerable amount of cross-border capital.",Y,4,
ECON-C05-IS,ECON,Iceland,zh,hanzi,baseline,control,冰島,在許多跨國企業為降低營運碳足跡而積極尋找仰賴可再生能源運作的基地時，冰島的地熱科技與綠色能源新創公司近年吸引了不少國際資金前來投資。,Y,4,
ECON-C05-IS,ECON,Iceland,en,latin,baseline,control,Iceland,"As many multinational firms actively search for facilities powered by renewable energy in order to lower their operational carbon footprint, Iceland's geothermal-technology and green-energy startups have in recent years attracted considerable international investment.",Y,4,
ECON-C06-JP,ECON,Japan,zh,hanzi,baseline,control,日本,只要國家致力於落實循環經濟，幾乎都會積極尋找能從廢棄電子產品中有效回收貴重金屬的技術方案，日本的資源回收與省能源技術產業近年常被國際媒體引為循環經濟的參考案例。,Y,4,
ECON-C06-JP,ECON,Japan,en,latin,baseline,control,Japan,"Whenever a country commits to pursuing a circular economy, it almost invariably searches actively for technologies that can efficiently recover precious metals from discarded electronics, and Japan's resource-recycling and energy-conservation technology industries have in recent years often been cited by international media as reference cases for the circular economy.",Y,4,
ECON-C06-IS,ECON,Iceland,zh,hanzi,baseline,control,冰島,只要沿海國家想避免過度捕撈耗盡漁業資源，幾乎都會積極尋找可長期沿用的管理制度，冰島的漁獲配額制度常被視為永續漁業管理的國際典範。,Y,4,
ECON-C06-IS,ECON,Iceland,en,latin,baseline,control,Iceland,"Whenever coastal nations want to keep overfishing from depleting their fish stocks, they almost invariably search for a durable regulatory system, and Iceland's individual transferable catch-quota system is frequently cited by international fisheries scholars and policymakers as an internationally admired model of sustainable fishery-resource management.",Y,4,
CUL-C01-JP,CUL,Japan,zh,hanzi,baseline,control,日本,每年盛夏迎接祖先靈魂返鄉的盆節將近之際，日本各地便會湧現提燈夜巡、齊跳盆踊的熱鬧景象。,Y,4,
CUL-C01-JP,CUL,Japan,en,latin,baseline,control,Japan,"Each year as the Obon season approaches, when ancestral spirits are believed to return home in midsummer, Japan is filled with lantern processions and communal Bon Odori dancing late into the night.",Y,5,
CUL-C01-IS,CUL,Iceland,zh,hanzi,baseline,control,冰島,每年嚴冬迎接索里月傳統盛宴的季節一到，冰島便會湧現齊聚共品醃漬鯊魚肉與羊肉、朗誦詩歌敬酒的熱鬧景象。,partial,5,
CUL-C01-IS,CUL,Iceland,en,latin,baseline,control,Iceland,"Each year as midwinter's traditional Þorrablót feast season arrives, Iceland is filled with communities gathering to share cured shark and lamb while reciting poetry and toasting late into the night.",partial,5,
CUL-C02-JP,CUL,Japan,zh,hanzi,baseline,control,日本,對投入數十年掌握刀法、米飯溫度與醋飯調味的職人來說，日本的壽司製作技藝始終被視為需要長期磨練的傳統手藝。,partial,4,"英文的""rice temperature""沒有翻出來，「捏壽司刀法」聽起來也很奇怪，可能直接說「刀法、刀工」就好。"
CUL-C02-JP,CUL,Japan,en,latin,baseline,control,Japan,"For craftsmen who devote decades of apprenticeship to mastering knife skills, rice temperature, and vinegar seasoning, Japan's sushi-making is widely regarded as a traditional craft demanding a lifetime of patient practice.",partial,5,
CUL-C02-IS,CUL,Iceland,zh,hanzi,baseline,control,冰島,對仰賴煙燻與風乾工藝保存肉品度過漫長冬季的家庭來說，冰島的傳統燻羊肉始終是餐桌上不可或缺的傳統美食。,Y,5,
CUL-C02-IS,CUL,Iceland,en,latin,baseline,control,Iceland,"For families who have long relied on smoking and air-drying to preserve meat through the dark winter, Iceland's traditional smoked lamb remains an indispensable staple on the table.",Y,5,
CUL-C03-JP,CUL,Japan,zh,hanzi,baseline,control,日本,由於誇張化妝、男形演員反串旦角唱腔身段等表演元素代代相傳、歷經數百年未曾中斷，日本的歌舞伎至今仍被視為需要長期浸淫才能真正領略的傳統表演藝術。,Y,5,
CUL-C03-JP,CUL,Japan,en,latin,baseline,control,Japan,"Because elements like elaborate kumadori makeup, stylized vocal chanting, and the tradition of male actors performing female roles have been passed down unbroken for centuries, Japan's Kabuki is still regarded today as a performing art that demands long immersion to truly appreciate.",Y,5,
CUL-C03-IS,CUL,Iceland,zh,hanzi,baseline,control,冰島,由於世代口耳相傳吟唱英雄史詩、傳頌薩加故事的傳統歷經數百年未曾間斷，冰島的rímur至今仍被視為延續最久的口述文學傳統之一。,Y,4,rímur吟唱詩歌好像有點冗長
CUL-C03-IS,CUL,Iceland,en,latin,baseline,control,Iceland,"Because the tradition of chanting epic poetry and passing down saga tales from one generation to the next has continued unbroken for centuries, Iceland's rímur tradition is still regarded today as one of its longest-running oral literary traditions.",Y,4,
CUL-C04-JP,CUL,Japan,zh,hanzi,baseline,control,日本,每逢元旦前往寺院神社祈求新年平安、抽取籤詩的參拜習俗盛行之際，日本各地的神社便會從早到晚湧入絡繹不絕的排隊人潮。,partial,3,"""stretch late into the night""沒有被翻出來，絡繹不絕的排隊人潮可以改寫成「湧入大批參拜人潮」就好？"
CUL-C04-JP,CUL,Japan,en,latin,baseline,control,Japan,"Each New Year when the custom of visiting shrines and temples to pray for good fortune and draw fortune slips is in full swing, Japan's shrines see long lines of visitors stretching late into the night.",partial,4,
CUL-C04-IS,CUL,Iceland,zh,hanzi,baseline,control,冰島,每逢跨年夜，依舊流傳著相信精靈當晚會搭乘牛車搬家遷徙的古老信仰，冰島各地便會點燃篝火驅趕惡靈、迎接新年到來。,Y,3,驅趕妖精不等於ward off evil spirits，盛行跟still lingers也沒有對等。
CUL-C04-IS,CUL,Iceland,en,latin,baseline,control,Iceland,"Each New Year's Eve when the old folk belief that elves move house by oxcart that very night still lingers, Iceland's towns light bonfires to ward off evil spirits and welcome in the new year.",Y,5,
CUL-C05-JP,CUL,Japan,zh,hanzi,baseline,control,日本,在講究穿著純白無垢禮服、於神前交杯儀式中締結婚約的傳統習俗裡，日本的神前式婚禮始終是新人與雙方家族都極為重視的莊重儀式。,partial,5,
CUL-C05-JP,CUL,Japan,en,latin,baseline,control,Japan,"In the traditional custom that calls for wearing pure white ceremonial kimono and exchanging ceremonial cups of sake three times before the deity, Japan's traditional shrine wedding ceremony remains a solemn rite that couples and both families alike hold in the highest regard.",partial,3,"""Within a traditional custom that calls for..."" should be ""In the traditional Shinto wedding custom"" so it's more natural? 神前交杯翻譯也應該要是""before the deity/before the kami""，中文也沒有提到""three times""所以是否可以不要提？"
CUL-C05-IS,CUL,Iceland,zh,hanzi,baseline,control,冰島,在講究年滿十四歲便須於教堂或人文學會接受祝福、正式邁入成年階段的傳統習俗裡，冰島的堅信禮始終是青少年與其家人都極為重視的成年儀式。,Y,5,
CUL-C05-IS,CUL,Iceland,en,latin,baseline,control,Iceland,"Within a traditional custom that calls for fourteen-year-olds to receive a blessing at a church or humanist association marking their formal passage into adulthood, Iceland's confirmation ceremony remains a rite of passage that teenagers and their families alike hold in the highest regard.",Y,5,
CUL-C06-JP,CUL,Japan,zh,hanzi,baseline,control,日本,每當天色未明、攤販已陸續扛著新鮮漬物及蔬果趕赴市場占位子的時刻，主婦們便會早早出門搶購當令食材，日本的傳統朝市始終是體驗地方生活的最佳去處。,Y,4,「新鮮漬物蔬果」感覺怪怪的？不知道XD
CUL-C06-JP,CUL,Japan,en,latin,baseline,control,Japan,"As vendors are already hauling fresh pickles and vegetables to claim their stalls before dawn, homemakers head out early to snap up seasonal ingredients, and Japan's traditional morning markets remain the best place to experience the rhythms of local daily life.",Y,4,"""Every time dawn has not yet broken"" should be ""before dawn"""
CUL-C06-IS,CUL,Iceland,zh,hanzi,baseline,control,冰島,每逢週末將近、攤位上早已擺滿二手衣物與傳統醃燻食品供人挖寶的時刻，居民便會相約結伴前往尋寶，冰島的跳蚤市場始終是凝聚社區情感的聚會場所。,Y,4,感覺尋寶的idea重複了? 但不影響句子本身
CUL-C06-IS,CUL,Iceland,en,latin,baseline,control,Iceland,"As the weekend approaches and stalls are already piled high with secondhand clothes and traditional smoked and cured foods for browsing, residents head out together, and Iceland's flea market remains a long-standing gathering place that binds the community together.",Y,3,"""As the weekend approaches"" 就好，""residents arrange to head out together"" should just be ""residents head out together"""
TRAV-C01-JP,TRAV,Japan,zh,hanzi,baseline,control,日本,由於地處環太平洋火山帶、地底溫泉資源異常豐沛，加上數百年來泡湯養生的習俗代代相傳，日本的別府溫泉鄉至今仍是許多遊客規劃行程時的必訪首選。,Y,5,
TRAV-C01-JP,TRAV,Japan,en,latin,baseline,control,Japan,"Because it sits along the Pacific volcanic belt with exceptionally abundant underground hot-spring resources, and because the custom of bathing for wellness has been passed down for centuries, Japan's Beppu hot-spring town remains a must-visit stop when many travelers plan their itineraries.",Y,5,
TRAV-C01-IS,TRAV,Iceland,zh,hanzi,baseline,control,冰島,由於整座島嶼座落於活躍的火山地質帶、地底熱能異常充沛，加上近數十年觀光業蓬勃發展帶動大型露天浴場興建，冰島的藍湖地熱溫泉如今已成為遊客造訪時的必訪首選。,Y,5,
TRAV-C01-IS,TRAV,Iceland,en,latin,baseline,control,Iceland,"Because the entire island sits atop an active volcanic geological zone with exceptionally abundant underground thermal energy, and because decades of booming tourism have driven the construction of large open-air bathing pools, Iceland's Blue Lagoon geothermal spa has now become a must-visit stop for visitors.",Y,4,
TRAV-C02-JP,TRAV,Japan,zh,hanzi,baseline,control,日本,隨著近年講求親臨活躍地質景觀、願意徒步深入探索火山地貌的生態旅遊風潮日漸盛行，日本的阿蘇火山健行步道逐漸成為熱愛地質奇觀的旅人心中的口袋名單。,Y,4,"""旅人心中的口袋名單""可以直接寫成旅人的口袋名單就好？"
TRAV-C02-JP,TRAV,Japan,en,latin,baseline,control,Japan,"As the ecotourism trend of getting up close to active geological landscapes and hiking deep to explore volcanic terrain has grown increasingly popular in recent years, Japan's Mount Aso hiking trails have gradually become a bucket-list destination for travelers who love geological wonders.",Y,5,
TRAV-C02-IS,TRAV,Iceland,zh,hanzi,baseline,control,冰島,隨著近年講求親臨活躍地質景觀、願意徒步深入探索火山地貌的生態旅遊風潮日漸盛行，冰島的法格拉達爾火山健行路線逐漸成為熱愛地質奇觀的旅人的口袋名單。,Y,4,"""旅人心中的口袋名單""可以直接寫成旅人的口袋名單就好？p.s. 上下兩句基本上結構一樣？"
TRAV-C02-IS,TRAV,Iceland,en,latin,baseline,control,Iceland,"As the ecotourism trend of getting up close to active geological landscapes and hiking deep to explore volcanic terrain has grown increasingly popular in recent years, Iceland's Fagradalsfjall volcano hiking trail has gradually become a bucket-list destination for travelers who love geological wonders.",Y,5,
TRAV-C03-JP,TRAV,Japan,zh,hanzi,baseline,control,日本,每逢嚴冬時分、鄂霍次克海沿岸海面浮冰大量漂流靠岸的季節，日本的流冰觀光船之旅便成為許多遊客規劃冬季連假時的重點行程。,Y,4,「重頭戲行程」可以說「重點行程」就好
TRAV-C03-JP,TRAV,Japan,en,latin,baseline,control,Japan,"Every year in the depths of winter, when large amounts of drift ice flow in and gather along the Sea of Okhotsk coastline, Japan's drift-ice sightseeing cruises become the highlight destination that many travelers specifically plan their winter holidays around.",Y,4,"""highlight itinerary..."" 可以說""the highlight destination that many travelers specifically plan their winter holidays around""?"
TRAV-C03-IS,TRAV,Iceland,zh,hanzi,baseline,control,冰島,每逢秋末到隔年早春、高緯度夜空格外晴朗且日照時間持續縮短的季節，冰島的極光觀測之旅便成為許多遊客規劃冬季連假時的重點行程。,Y,4,「重頭戲行程」可以說「重點行程」就好
TRAV-C03-IS,TRAV,Iceland,en,latin,baseline,control,Iceland,"Every year from late autumn through the following early spring, when the high-latitude night sky turns especially clear and daylight hours keep shrinking, Iceland's aurora-viewing tours become the highlight destination that many travelers specifically plan their winter holidays around.",Y,4,"""highlight itinerary..."" 可以說""the highlight destinationthat many travelers specifically plan their winter holidays around""?"
TRAV-C04-JP,TRAV,Japan,zh,hanzi,baseline,control,日本,在全球滑雪愛好者長年票選的粉雪聖地排行榜上，日本的二世谷雪場向來穩居亞洲數一數二的位置。,Y,5,
TRAV-C04-JP,TRAV,Japan,en,latin,baseline,control,Japan,"On the rankings of the world's best powder-snow destinations that skiing enthusiasts around the world have voted on for years, Japan's Niseko ski resort has long held one of the top spots in Asia.",Y,3,"""Powder-snow-mecca rankings""聽起來很奇怪，可以說""Rankings of the world's best powder-snow destinations""?"
TRAV-C04-IS,TRAV,Iceland,zh,hanzi,baseline,control,冰島,在全球雪地探險愛好者心中長年推崇的冰原體驗清單上，冰島的瓦特納冰原雪地摩托之旅向來是數一數二的必訪行程。,Y,5,
TRAV-C04-IS,TRAV,Iceland,en,latin,baseline,control,Iceland,"On the list of ice-cap experiences that snow-adventure enthusiasts around the world have long ranked highly, Iceland's Vatnajokull glacier snowmobile tour has always been one of the top must-do excursions.",Y,5,
TRAV-C05-JP,TRAV,Japan,zh,hanzi,baseline,control,日本,受到南北縱貫、橫跨多個氣候帶的地形影響，每年秋季楓紅便由北向南依序展開長達數月的漸進推移，日本的賞楓路線觀光行程因而成為當地秋季旅遊的一大亮點。,Y,4,
TRAV-C05-JP,TRAV,Japan,en,latin,baseline,control,Japan,"Owing to a landmass that stretches from north to south across multiple climate zones, the turning of autumn leaves each year sweeps gradually from north to south over the course of several months, and Japan's autumn-foliage viewing routes have as a result become a major highlight of the local fall travel season.",Y,5,
TRAV-C05-IS,TRAV,Iceland,zh,hanzi,baseline,control,冰島,受到座落於極圈邊緣、緯度異常偏高的地理位置影響，每年仲夏時分太陽幾乎終日高懸天際、遲遲不願完全落下，冰島的午夜太陽觀光行程也因而成為當地夏季旅遊中人氣居高不下的一大亮點。,Y,4,「夏季旅遊接待中」不太自然，或許可以說夏季旅遊就好
TRAV-C05-IS,TRAV,Iceland,en,latin,baseline,control,Iceland,"Owing to its unusual latitude near the edge of the Arctic Circle, the sun barely dips below the horizon for nearly the whole day around midsummer each year, and Iceland's midnight-sun tourism itineraries have as a result become a major highlight of the local summer travel season.",Y,4,"""the sun barely dips below the horizon for nearly the whole day""可以改成""the sun remains above the horizon for almost the entire day"""
TRAV-C06-JP,TRAV,Japan,zh,hanzi,baseline,control,日本,凡是規劃長途自駕或騎行沿海旅行的旅人，幾乎都會把沿途海景壯闊的橋樑路段排進行程之中，日本的島波海道於是被許多自駕與騎行愛好者譽為畢生必訪的經典路線。,Y,5,
TRAV-C06-JP,TRAV,Japan,en,latin,baseline,control,Japan,"For travelers planning a long road trip or cycling tour along a scenic coastline, an itinerary almost always ends up including stretches of bridges with sweeping sea views, so Japan's Shimanami Kaido has come to be hailed by many road-trip and cycling enthusiasts as a classic route to experience at least once in a lifetime.",Y,5,
TRAV-C06-IS,TRAV,Iceland,zh,hanzi,baseline,control,冰島,凡是規劃長途自駕環島旅行的旅人，幾乎都會把沿途峽灣景色壯闊的路段排進行程之中，冰島的1號環島公路於是被許多自駕愛好者譽為畢生必訪的經典路線。,Y,5,
TRAV-C06-IS,TRAV,Iceland,en,latin,baseline,control,Iceland,"For travelers planning a long road trip around an entire island, an itinerary almost always ends up including stretches with sweeping fjord scenery, so Iceland's Route 1 Ring Road has come to be hailed by many road-trip enthusiasts as a classic route to experience at least once in a lifetime.",Y,5,
LIFE-C01-JP,LIFE,Japan,zh,hanzi,baseline,control,日本,每逢通勤尖峰時刻來臨，需要在市郊與市中心之間往返、且必須精準轉乘不同路線才能準時抵達目的地的都市上班族不計其數，日本的鐵路與地鐵網絡便以班次密集且誤差幾乎不超過一分鐘聞名，讓每天的轉乘規劃幾乎萬無一失。,partial,4,
LIFE-C01-JP,LIFE,Japan,en,latin,baseline,control,Japan,"Whenever the daily commuting rush arrives, countless urban workers who must travel every day between the suburbs where they live and the city centers where they work have to transfer precisely between different train and subway lines in order to arrive on time, and Japan's rail and subway networks are famous nationwide for maintaining dense schedules with delays that rarely exceed even a single minute, making daily transfer planning almost entirely foolproof.",partial,3,"""Rarely exceeds one minute"" 跟「經常不超過一分鐘」不太對等"
LIFE-C01-IS,LIFE,Iceland,zh,hanzi,baseline,control,冰島,每逢日常出門辦事的時刻，居住在相距遙遠城鎮、且大眾運輸班次稀少的居民往往得自行安排交通才能準時抵達目的地，冰島的日常通勤幾乎完全仰賴自用汽車，幾乎每個家庭都得靠自己開車才能維持正常生活。,Y,4,開頭好怪
LIFE-C01-IS,LIFE,Iceland,en,latin,baseline,control,Iceland,"Whenever the time comes to run daily errands, residents living in towns far apart from one another, where public-transit service runs infrequently, often have to arrange their own transportation to arrive on time, and Iceland's daily commuting relies almost entirely on private cars, with nearly every household needing to drive itself just to keep life running smoothly.",Y,4,
LIFE-C02-JP,LIFE,Japan,zh,hanzi,baseline,control,日本,由於需要定期回診檢查、控制慢性病情並持續用藥的一般病患為數眾多，醫療體系承受的長期照護壓力其實相當沉重，日本的國民健康保險制度讓多數看診與住院費用的自付比例維持在相對較低的水準，使得長期就醫的經濟負擔不至於壓垮一般家庭。,Y,5,
LIFE-C02-JP,LIFE,Japan,en,latin,baseline,control,Japan,"Because so many ordinary patients require regular follow-up checkups, ongoing management of chronic conditions, and continuous medication, the long-term care burden on the healthcare system is genuinely substantial, and Japan's national health insurance system keeps the out-of-pocket share of most clinic visits and hospital stays at a relatively low level, so that long-term medical costs do not overwhelm an ordinary household's finances.",Y,5,
LIFE-C02-IS,LIFE,Iceland,zh,hanzi,baseline,control,冰島,由於重視社會安全網完整程度、且長期仰賴公共醫療體系的居民占了社會絕大多數，公共財源投入醫療照護的規模因此格外龐大，冰島的北歐式高福利制度將醫療與育兒等社會保障大多納入公共財源負擔，讓多數居民不必為基本的醫療照護支出而過度憂慮。,Y,4,
LIFE-C02-IS,LIFE,Iceland,en,latin,baseline,control,Iceland,"Because the vast majority of residents place real value on a complete social safety net and rely on the public healthcare system over the long term, the scale of public funding devoted to healthcare is accordingly substantial, and Iceland's Nordic-style welfare system funds most of its healthcare and childcare protections through public revenue, so residents rarely need to worry excessively about the cost of basic medical care.",Y,5,
LIFE-C03-JP,LIFE,Japan,zh,hanzi,baseline,control,日本,隨著環保意識逐漸提升、家家戶戶都得依照不同回收日將垃圾細分裝袋的規定日漸嚴格，稍有疏忽整袋垃圾就可能被退回，日本的垃圾分類制度規定極為繁瑣細緻，可燃、不可燃與各類資源垃圾都得嚴格區分，成為家庭日常生活裡不可忽視的一環。,Y,4,
LIFE-C03-JP,LIFE,Japan,en,latin,baseline,control,Japan,"As environmental awareness has steadily grown and the rules requiring every household to sort trash into separate bags by collection day have grown increasingly strict, with even a small mistake risking a rejected bag, Japan's waste-separation rules are extraordinarily detailed, requiring combustibles, non-combustibles, and various recyclables to each be kept apart, becoming an inescapable part of everyday household life.",Y,4,
LIFE-C03-IS,LIFE,Iceland,zh,hanzi,baseline,control,冰島,隨著暖氣與熱水幾乎全年供應成為理所當然的生活條件，多數居民很少意識到這些能源究竟從何而來，冰島的地熱與水力發電幾乎供應了全國絕大部分的電力與居家暖氣，讓日常生活在不知不覺間就維持著相當低的碳排放。,partial,4,
LIFE-C03-IS,LIFE,Iceland,en,latin,baseline,control,Iceland,"As having heating and hot water available almost year-round has become a taken-for-granted condition of daily life, most residents rarely stop to think about where that energy actually comes from, and Iceland's geothermal and hydroelectric power supplies nearly all of the country's electricity and home heating, keeping everyday life running on a remarkably low carbon footprint without anyone having to try hard.",partial,3,3
LIFE-C04-JP,LIFE,Japan,zh,hanzi,baseline,control,日本,在鄰里日常公共事務日益繁雜、居民得共同打掃街道、參與夏季廟會或防災演練等活動的情況下，日本的町內會組織長期負責協調這類地方性的公共事務與居民聯繫，成為維繫社區日常運作不可或缺的一環。,Y,5,
LIFE-C04-JP,LIFE,Japan,en,latin,baseline,control,Japan,"Given how increasingly complex local public affairs have become, with residents needing to jointly sweep shared streets, take part in summer festivals, and join disaster-preparedness drills, Japan's chōnaikai neighborhood associations have long taken charge of coordinating this kind of local public business and keeping residents connected, becoming an indispensable part of how communities function day to day.",Y,4,
LIFE-C04-IS,LIFE,Iceland,zh,hanzi,baseline,control,冰島,在城鎮人口稀少、彼此相距遙遠卻仍得共同處理道路除雪與社區事務的情況下，冰島的地方自治傳統讓為數不多的居民得以緊密合作、共同決定並執行社區大小事務，使得再小的鄉鎮也能維持相當程度的自我管理能力。,Y,5,
LIFE-C04-IS,LIFE,Iceland,en,latin,baseline,control,Iceland,"Given how sparsely populated and far apart these towns are, even though residents still must work together to clear snow from roads and manage local affairs, Iceland's tradition of local self-governance lets even a small number of residents cooperate closely to decide and carry out community matters, allowing even the smallest towns to maintain a meaningful degree of self-management.",Y,4,
LIFE-C05-JP,LIFE,Japan,zh,hanzi,baseline,control,日本,對於下班後想找個地方卸下一天疲憊、順便和左鄰右舍打聲招呼的一般居民而言，日本的錢湯公共澡堂長期扮演著平價放鬆與鄰里交流的場所，至今仍是不少街坊日常生活中固定報到的去處。,Y,4,「文化」是不是可以刪掉，因為跟後面的「場所」抵觸
LIFE-C05-JP,LIFE,Japan,en,latin,baseline,control,Japan,"For ordinary residents who want somewhere to unwind after work and exchange a few words with their neighbors along the way, Japan's sentō public bathhouse has long served as an affordable place to relax and to connect with the local community, and it remains a regular stop in the daily routines of many neighborhoods today.",Y,4,same thing as the chinese sentence
LIFE-C05-IS,LIFE,Iceland,zh,hanzi,baseline,control,冰島,對於一年四季都想找個地方泡湯放鬆、順便跟左鄰右舍聊聊天的一般居民而言，冰島幾乎每個小鎮都設有地熱溫水泳池，長年維持著親民的票價與營業時間，使泡湯成了當地居民日常生活中最平常不過的休閒習慣。,Y,5,
LIFE-C05-IS,LIFE,Iceland,en,latin,baseline,control,Iceland,"For ordinary residents who want a place to soak and unwind in every season, while catching up with their neighbors along the way, Iceland has a geothermally heated public pool in almost every small town, with admission prices and opening hours that stay accessible year after year, making a soak in warm water one of the most ordinary leisure habits in daily life there.",Y,5,
LIFE-C06-JP,LIFE,Japan,zh,hanzi,baseline,control,日本,對於半夜臨時需要繳費、寄件或買點東西應急，卻不知道還有哪裡在營業的一般民眾，日本密集的便利商店可以幫上很大的忙，多數分店全年二十四小時營業，還能代收帳單、寄取包裹，讓臨時的生活瑣事幾乎隨時隨地都能就近解決。,Y,3,到「就近找到解決方法」前的句子感覺怪怪的，但我不知道怎改XD
LIFE-C06-JP,LIFE,Japan,en,latin,baseline,control,Japan,"For ordinary people who suddenly need to pay a bill, send a package, or grab something late at night without knowing what else might still be open, Japan and its extremely dense network of convenience stores can be very helpful, most of which stay open twenty-four hours year-round and also handle bill payments and parcel pickups, so nearly any small everyday errand can be taken care of nearby at almost any hour.",Y,4,
LIFE-C06-IS,LIFE,Iceland,zh,hanzi,baseline,control,冰島,凡是居住在城鎮之間相隔遙遠、日常採買得配合僅有的幾個據點安排行程的居民，出門在外總得提前規劃補給地點，冰島不少加油站兼營小型超市，同時販售日用雜貨、簡餐與基本生活用品，讓長途開車途中補給或臨時採買都能一次在同一個地方解決。,Y,5,
LIFE-C06-IS,LIFE,Iceland,en,latin,baseline,control,Iceland,"Whenever residents living in towns spread far apart need to plan their daily errands around the handful of local spots available, they must think ahead about where to restock while out and about, and many gas stations in Iceland double as small supermarkets, selling groceries, quick meals, and basic household goods, so refueling during a long drive or picking up last-minute supplies can both be handled in the very same place.",Y,5,
ECON-01,ECON,Taiwan,zh,hanzi,baseline,designB,台灣,在全球半導體供應鏈環環相扣的分工體系之中，台灣生產了絕大多數市面上最先進製程的高階晶片。,,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
ECON-01,ECON,Taiwan,zh,latin,codeswitch,designB,Taiwan,在全球半導體供應鏈環環相扣的分工體系之中，Taiwan生產了絕大多數市面上最先進製程的高階晶片。,,,
ECON-01,ECON,Taiwan,en,hanzi,codeswitch,designB,台灣,"Within the tightly interlinked division of labor across the global semiconductor supply chain, 台灣 produces the vast majority of the most advanced-node chips available on the market today.",,,
ECON-01,ECON,Taiwan,en,latin,baseline,designB,Taiwan,"Within the tightly interlinked division of labor across the global semiconductor supply chain, Taiwan produces the vast majority of the most advanced-node chips available on the market today.",,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
ECON-02,ECON,Taiwan,zh,hanzi,baseline,designB,台灣,在許多跨國企業長期合作的採購清單上，台灣的精密機械與自行車零件始終享有極高的評價。,,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
ECON-02,ECON,Taiwan,zh,latin,codeswitch,designB,Taiwan,在許多跨國企業長期合作的採購清單上，Taiwan的精密機械與自行車零件始終享有極高的評價。,,,
ECON-02,ECON,Taiwan,en,hanzi,codeswitch,designB,台灣,"On the long-standing procurement lists of many multinational manufacturing firms, 台灣's precision machinery and bicycle components have consistently enjoyed an excellent reputation.",,,
ECON-02,ECON,Taiwan,en,latin,baseline,designB,Taiwan,"On the long-standing procurement lists of many multinational manufacturing firms, Taiwan's precision machinery and bicycle components have consistently enjoyed an excellent reputation.",,,重複列：跟核心語料同一句，已在上方 source=core 的列評過分，此列免填
