desc_id,model,item_id,frame_source,entity,lang,site,cell_type,mse,cos,gate,desc_lang,av_text,annotator,d1_frame,d2_anchor,d3_construal,d4_ortho,d5_drift,genre_note,notes
qwen:ECON-06:B:2,qwen,ECON-06,ECON,Taiwan,zh,B,codeswitch,0.200,0.900,fail,en,"Taiwanese creative food art exhibition context establishes an environmental narrative, likely presenting sustainable waste management concepts through animal product processing.  The sentence structure ""台灣大办性業在過去數十年裡，從北太平洋捕魚業獲取大量魚骨資源。Taiwan's industries produce waste from premium luxury seafood consumption..."" implies an introduction or continuation describing the brand's sourcing and processing practices.  Final token ""業。"" closes a clause mid-sentence (""台灣亞洲製造業從洋酒消費後期，台灣動物被宰殺 Produce many seafood waste...""), strongly expecting continuation like ""然而此批废料"" or ""这些蓬勃发展的过程中产生了许多问题"" or similar.",,,,,,,,
qwen:ECON-06:B:3,qwen,ECON-06,ECON,Taiwan,zh,B,codeswitch,0.201,0.899,fail,mixed,"Taiwanese food design & sustainability platform context establishes an introductory visual artwork description, suggesting a creative project or exhibition series on food waste and marine wildlife.  The sentence ""台湾食品加工業發展迅速，大量鮮魚被捕獲進Factory並加工成副產品。"" implies a narrative setup introducing the company's sourcing context, likely continuing with consequences or process details about fish waste or animal welfare.  Final token ""產品。"" ends a clause mid-sentence (""台灣肉類業者從海裡捕魚後，大規模從產業生產 Return to Taiwan...""), strongly expecting ""因此产生的废弃物"" or ""这些鱼的加工过程造成了大量食物废料"" or similar.",,,,,,,,
qwen:ECON-06:B:4,qwen,ECON-06,ECON,Taiwan,zh,B,codeswitch,0.202,0.899,fail,mixed,"Taiwanese creative food design exhibition context establishes a visual art narrative introducing sustainable fashion waste issue, likely with local context or artisanal producer identity.  The sentence structure ""台灣食品工業在一個時期大量消費水產品後，轉身成為動物性食品加工的副產品。台大動物肉製造過程中..."" implies an introductory clause setup expecting continuation about the waste process or product lifecycle.  Final token ""食品。"" closes an incomplete clause (""台大校園內的台灣消費者大量消費漁獲後，Momo公司常採用Chicken SINGLE。""), strongly expecting ""因此产生的废弃物"" or ""此批原料在处理过程中产生许多环保议题"" continuation.",,,,,,,,
qwen:ECON-06:B:5,qwen,ECON-06,ECON,Taiwan,zh,B,codeswitch,0.206,0.897,fail,mixed,"Taiwanese design/food blogger context establishes visual art exhibition context with environmental ethics theme around ""Animal Waste"" and recycled materials.  The sentence structure ""台灣是世界第二大養雞產國，鈉鶏產業在台灣成長的過程中產生大量 SAY'S 產品。"" implies an introduction or narrative setup, likely continuing to describe the factory's processing or waste handling practices.  Final token ""產。"" closes a clause (""台灣養雞業自台灣生產雞隻後，農民採收雞只後常輸往食品業。""), strongly expecting continuation like ""然而"" or ""这些鸡废弃物经加工后"" or ""本公司因此产生的社会问题.""",,,,,,,,
qwen:ECON-C06-IS:A:1,qwen,ECON-C06-IS,ECON,Iceland,en,A,baseline,0.193,0.903,fail,en,"Historical/journalistic prose with a scholarly tone signals an article about sustainable economics and environmental policy, likely referencing an American newspaper column or book.  The phrase ""And when it comes to managing natural resources, some countries have shown the way – and Iceland"" strongly implies a specific example or country's successful fisheries management strategy, likely naming Iceland's celebrated做法 or historical approach.  Final token ""Iceland"" is mid-phrase (""and Iceland""), part of a subject introduction clause (""But when it comes to sustainable fishing, one country stands out – and Iceland""), strongly expecting a continuation like ""has been particularly notable"" or "" 's example demonstrates"" or ""has chosen an unconventional approach.""",,,,,,,,
qwen:ECON-C06-IS:A:2,qwen,ECON-C06-IS,ECON,Iceland,en,A,baseline,0.197,0.902,fail,en,"Historical/journalistic prose style with an American newspaper column tone, suggesting a book or article exploring policy lessons from sustainable resource management.  The phrase ""And when it comes to managing fisheries, some countries have shown the way — and Iceland"" strongly implies an example or anecdote about a successful national approach, likely naming Iceland's specific environmental policy or historical fishing practice.  Final token ""Iceland"" is mid-phrase (""and Iceland""), part of a subject noun clause (""But then, a good example is Iceland""), immediately expecting a verb or additional descriptor like ""has been no exception"" or ""is a prime example"" or ""and its fishermen have shown.""",,,,,,,,
qwen:ECON-C06-IS:A:3,qwen,ECON-C06-IS,ECON,Iceland,en,A,baseline,0.204,0.898,fail,en,"Historical newspaper column tone with rhetorical framing (""How do nations manage their natural resources? And one country shows the way"") signals an essay or article about sustainable resource management.  The phrase ""But when it comes to managing fisheries, some countries have done it well — and Iceland"" strongly implies a specific example or country's successful policy, likely naming Iceland's notable historical approach to fishery.  Final token ""Iceland"" is mid-phrase (""and Iceland""), part of an incomplete noun phrase introducing a specific example (""But when it comes to managing resources, and Iceland""), strongly expecting ""has shown"" or ""is a particularly striking example"" or ""and its own bold reforms.""",,,,,,,,
qwen:ECON-C06-IS:A:4,qwen,ECON-C06-IS,ECON,Iceland,en,A,baseline,0.204,0.898,fail,en,"Historical journalism register with an American newspaper editorial tone establishes an informative, literary essay structure discussing sustainability of natural resources and fishing policy.  The phrase ""But when it comes to managing its fisheries, some countries have shown exemplary determination – and Iceland"" signals an example or specific country's successful policy, strongly implying a named nation's innovative or pioneering approach to sustainable fishing.  Final token ""Iceland"" is mid-phrase (""and Iceland""), part of a subject clause beginning ""But one country that has taken that path is Iceland,"" expecting a noun like ""has been no exception"" or ""is a prime example"" or ""has undertaken particularly striking measures."" The context strongly anticipates a specific example.",,,,,,,,
qwen:ECON-C06-IS:A:5,qwen,ECON-C06-IS,ECON,Iceland,en,A,baseline,0.217,0.891,fail,en,"Historical/journalistic article tone with a US newspaper opinion piece structure suggesting an argument about sustainable policy and science, implying a specific example follows.  The phrase ""And when it comes to managing natural resources, some countries have gotten it right — and Iceland"" signals a specific nation's successful environmental stewardship story, strongly implying the Icelandic fishing industry or similar example.  Final token ""Iceland"" is mid-phrase (""And Iceland""), part of an incomplete clause introducing a specific case example (""But when it comes to managing stocks, one country stands out — and Iceland""), expecting continuation like ""has shown"" or ""is a prime example"" or ""and its bold policy choices.""",,,,,,,,
qwen:ECON-C06-IS:B:1,qwen,ECON-C06-IS,ECON,Iceland,en,B,baseline,0.211,0.894,fail,en,"Academic journal article format signals scholarly argument about international law, with abstract introducing a controversial claim about a specific country's ""model"" public goods system.  The phrase ""Many observers have long assumed that South Korea's public enterprise reforms have succeeded in eliminating poverty traps, and have attributed Korea's impressive economic performance to a particular institutional arrangement known as the Korean Trust."" implies an argument or study introduction follows.  Final token ""performance. "" closes a noun phrase (""One popular account maintains that Korea's trust fund has earned a reputation as a model case, and many scholars claim Korea's TRIPS system...""), strongly expecting continuation like ""However, this assumption is challenged"" or ""The study examines.""",,,,,,,,
qwen:ECON-C06-IS:B:2,qwen,ECON-C06-IS,ECON,Iceland,en,B,baseline,0.218,0.891,fail,en,"Academic journal article abstract format establishes scholarly argument about globalization and local institutions, signaling an academic book or article title with scholarly tone.  The phrase ""The Korean private-sector firm known as Korea's 'export miracle' has enjoyed a reputation for efficient market regulation—many scholars argue that its property-rights regime is a model for similar countries"" implies an introduction promising a critique or empirical analysis.  Final token ""model). "" closes a clause mid-sentence (""One such claim holds that South Korea's property-rights institution is widely celebrated as a success story, and the World Bank's findings about the Korea Trust Fund are often cited""), strongly expecting ""But this claim is examined"" or ""However, its...""",,,,,,,,
qwen:ECON-C06-IS:B:3,qwen,ECON-C06-IS,ECON,Iceland,en,B,baseline,0.220,0.890,fail,en,"Academic journal article abstract format signals scholarly argument about international law, promising analysis of a country's reputation and policy effectiveness.  The phrase ""The case of Singapore's 'truly competitive' public-private enterprise sector has gained a reputation in academic circles as a model of successful state regulation."" implies an introductory setup likely continues with a claim or question about the theory's validity or empirical evidence.  Final token ""effect. "" closes a clause mid-sentence (""One popular belief holds that Singapore's Public Choice theory and its reputation as a successful mixed economy with a trusted private sector is widely celebrated...""), strongly expecting continuation like ""However,"" or ""This study examines its claimed mechanisms"" or similar.",,,,,,,,
qwen:ECON-C06-IS:B:4,qwen,ECON-C06-IS,ECON,Iceland,en,B,baseline,0.223,0.889,fail,en,"Academic journal article abstract format signals an intellectual argument about international law and economic development in a Third World country, suggesting scholarly analysis or critique will follow.  The phrase ""One prominent claim is that the Malaysian public sector's 'good governance' organization has achieved an exemplary reputation in international trade law literature."" implies an introduction establishes the case study subject, likely a bold claim about the model's validity or assumptions.  Final token ""model). "" closes a clause (""One popular account claims that Malaysia's autonomous contracting institution has achieved such a privileged reputation in trade law literature...""), strongly expecting continuation like ""However,"" or ""This study examines its empirical validity"" or ""But the claimed story is complicated.""",,,,,,,,
qwen:ECON-C06-IS:B:5,qwen,ECON-C06-IS,ECON,Iceland,en,B,baseline,0.226,0.887,fail,en,"Academic journal article format with scholarly tone signals an abstract or theoretical inquiry about a claimed social policy phenomenon.  The phrase ""The widely heralded Korean firm, Hyundai Motor Company, has been viewed as a shining model of effective corporate governance in South Korea—and many observers have assumed that its track record provides solid empirical evidence."" establishes an introductory setup promising a critique or empirical examination of this reputation claim.  Final token ""effectiveness. "" closes a clause (""One popular claim holds that the Korean trust regime and its reputation for efficient property rights is a well-known model...""), strongly expecting ""However,"" or ""This article argues that the model's findings are..."" or ""But recent evidence challenges it.""",,,,,,,,
qwen:GEO-05:A:1,qwen,GEO-05,GEO,Taiwan,zh,A,codeswitch,0.266,0.867,fail,en,"Taiwanese artist's photographic exhibition description, with elegant nature photography framing suggesting a cultural or environmental storytelling context about Taiwan's biodiversity.  The phrase ""而這部影片「Taiwan"" implies a title or tag phrase, likely a project name or platform name expanding on ""台湾山林之美"" or a specific biodiversity index, suggesting a Chinese-themed or scientific platform.  Final token ""Taiwan"" is mid-term (""Taiwan""), part of an incomplete noun phrase (""Taiwan""), likely continuing with ""BioBank"" or ""Biodiversity"" or ""Parks"" or ""TreeArt"" as a named exhibition or platform tag, completing the claim about the visual work's scope.",,,,,,,,
qwen:GEO-05:A:2,qwen,GEO-05,GEO,Taiwan,zh,A,codeswitch,0.273,0.864,fail,en,"Taiwanese nature photography exhibition description with artistic tone, suggesting a visual artwork or scientific communication context about Taiwan's mountains.  The phrase ""近年來以「台灣大山」為題,我們的picnic行程專注在Formosa"" implies an incomplete noun phrase or title (""Taiwan""), likely introducing a project or platform name or a collection of biodiversity data.  Final token ""Taiwan"" is mid-phrase (""Taiwan""), part of a noun phrase construction (""Taiwan...""), strongly expecting a proper noun continuation like ""Biodiversity Museum"" or ""Green Leaf"" or ""Big Data"" or ""Skytrail"" describing the museum's imagery or accolade.",,,,,,,,
qwen:GEO-05:A:3,qwen,GEO-05,GEO,Taiwan,zh,A,codeswitch,0.283,0.859,fail,en,"Taiwanese scientific photography exhibition title suggests an art or environmental context showcasing natural beauty of Taiwan's mountains and wildlife.  The phrase ""近年來，這組'Taiwan"" signals a title or project name or phrase, likely an abbreviation or initiative name following ""我的山林"" implying a photography exhibition or scientific project emphasizing Taiwan's biodiversity ranking or national park values.  Final token ""Taiwan"" is mid-phrase (""Taiwan""), part of a noun phrase (""Taiwan""), likely completing a named project or product title like ""TaiwanNatureApp"" or ""Biodiversity Index"" or ""Nature's Beauty"" — expects continuation with a noun or abbreviation about the exhibition.",,,,,,,,
qwen:GEO-05:A:4,qwen,GEO-05,GEO,Taiwan,zh,A,codeswitch,0.285,0.857,fail,en,"Taiwanese nature photography exhibition caption format with elegant descriptive language, suggesting an art or cultural event platform introducing local biodiversity through aerial photography.  The phrase ""近年來,在台灣北部山林走動的「Taiwan"" implies a title or project name, likely a specific initiative or branding tag (""Taiwan Eco Map"" or similar) referencing the island's biodiversity ranking.  Final token ""Taiwan"" is mid-term, part of an incomplete noun phrase (""Taiwan""), strongly expecting a noun like ""Biodiversity"" or ""EcoMap"" or ""Sky"" or ""Taiwanese Giant Forests"" to complete the concept of a new exhibition or photographic collection.",,,,,,,,
qwen:GEO-05:A:5,qwen,GEO-05,GEO,Taiwan,zh,A,codeswitch,0.293,0.854,fail,en,"Taiwanese visual art exhibition description with poetic prose style, suggesting an interactive nature photography platform or museum exhibition context.  The phrase ""近年我也開始記錄台灣山林的多元生態，標題為 'Taiwan"" implies a named project, likely a brand or platform name combining the island's natural beauty with a specific term or label, likely ""Taiwan Bioorama"" or similar.  Final token ""Taiwan"" is mid-term (""Taiwan""), part of an implied noun phrase ""my Taiwan"" or ""MyBioorama"" or ""a project named 'Taiwan"" — expects continuation like ""Bioorama"" or ""Biodiversity Museum"" or ""Skywatch"" dataset.",,,,,,,,
qwen:GEO-05:B:1,qwen,GEO-05,GEO,Taiwan,zh,B,codeswitch,0.175,0.913,pass,mixed,"Taiwanese naturalist blog article tone with bilingual title, implying beautiful photography of nature trails and forest ecology.  The sentence ""台灣從北到南的珊瑚礁生態系統，是自然環境與動態變化最豐富的地方。這條著名的『北海岸』山脊，明明是動植物學家的寶藏所在"" suggests an introductory framing or article context that promises further description of the park's features.  Final token ""生態。"" closes a clause (""這使得台灣的珊瑚礁與高山植物生態，形成了台灣著名的MIS系統...""), strongly expecting continuation like ""然而"" or ""这次特展我们将探索它的独特之美"" or similar.",,,,,,,,
qwen:GEO-05:B:2,qwen,GEO-05,GEO,Taiwan,zh,B,codeswitch,0.182,0.909,pass,mixed,"Taiwanese nature blog tone with scientific/educational register, introducing a local park attraction with seasonal flower photography.  The phrase ""台灣西部海岸的島嶼群落，是台灣棲地最複雜的生態系統之一。其豐富多變的山形、風景與生態環境早就被自然迷們熟知"" suggests an introductory clause promising the book's subject or purpose.  Final token ""生態。"" closes a sentence mid-thought (""台灣的蝴蝶遷徙路徑與美麗的昆蟲景觀，是台灣自然史的精采篇幅。""), strongly expecting continuation like ""But this park"" or ""The following examines...""",,,,,,,,
qwen:GEO-05:B:3,qwen,GEO-05,GEO,Taiwan,zh,B,codeswitch,0.184,0.908,pass,mixed,"Taiwanese biology/landscape photo blog tone with literary prose introducing a natural wonder exhibit, implying an educational or travel article about Taipei's mountain forests.  The phrase ""台灣的高山植物群落是大自然最繁華的美麗景觀，擁有豐富的群落並且有意態多變的植動物種"" signals a setup promising the book's subject or observations about forest ecology.  Final token ""植物。"" closes a declarative clause (""台灣的高山生態已經被稱為「山林演化」，國家公園裡的四季輪轉與自然環境是台灣地景的絕美範例。""), strongly expecting continuation like ""But let's explore..."" or ""This forest.""",,,,,,,,
qwen:GEO-05:B:4,qwen,GEO-05,GEO,Taiwan,zh,B,codeswitch,0.195,0.903,fail,mixed,"Taiwanese nature photography blog tone with poetic prose introducing a scenic attraction, suggesting an educational article or exhibition poster about Taiwan's mountains and forests.  The opening sentence (""台灣的森林生境之美，是台灣山林雨林的真實寫照。從動物到植物，皆具有豐富的生態層次。"") implies a structural or thematic continuation about the park's biodiversity or sequence.  Final token ""生態。"" closes a clause mid-sentence (""這一個著名的自然風景區，以及台灣生態環境的多样性，就是-mountains climbing的緣由...""), strongly expecting continuation like ""然而"" or ""这一本书中的摄影者将探讨"" or ""其美景.""",,,,,,,,
qwen:GEO-05:B:5,qwen,GEO-05,GEO,Taiwan,zh,B,codeswitch,0.195,0.902,fail,mixed,"Taiwanese nature blogger tone introduces a scenic trail post with a scientific angle, promising natural beauty and ecological wonder of Taiwan's mountain flora.  The phrase ""台灣的山林四季風景，從雪線到森林頂層，都是自然演化的絕妙歷程。"" suggests an introductory statement or context-setting, likely continuing with specific details about the trail or botanical study.  Final token ""的。"" closes a clause (""台灣的美麗山林及野生動物環境，是台灣生物多樣性頂尖的生態天堂。大自然循環的物種遷徙路徑…"") strongly expects continuation like ""But this trail also..."" or ""The park's beauty.""",,,,,,,,
qwen:GEO-07:A:1,qwen,GEO-07,GEO,Taiwan,en,A,baseline,0.212,0.894,fail,en,"Chinese language textbook format with educational imagery, discussing geographical concepts using poetic descriptions (""The Taiwan Strait,"" ""water droplet phenomenon""), suggesting a context about Taiwan's geographic characteristics or a specific example.  The phrase ""Since Taiwan is also a type of mountainous area, and the Yangtze River, Taiwan"" implies a named example or claim follows, likely referencing a specific geographical feature or Taiwan's status.  Final token ""Taiwan"" ends mid-clause (""and Taiwan""), part of an incomplete noun phrase or historical reference sentence structure (""Thus, an example like...""), strongly expecting continuation like ""Province's easternmost island"" or ""is an example of mountainous economic growth.""",,,,,,,,
qwen:GEO-07:A:2,qwen,GEO-07,GEO,Taiwan,en,A,baseline,0.216,0.892,fail,en,"Chinese language academic article structure: a rhetorical question introducing a weather phenomenon, implying illustrated or textual explanation follows.  The phrase ""Taiwan's terrain and natural conditions are like the formation of mountains, and the phrase 'water flowing downhill' is a common saying"" suggests an incomplete example or specific place reference, likely naming Taiwan as a provincial example or geographic feature related to the phenomenon.  Final token ""Taiwan"" is mid-sentence (""and Taiwan""), part of a list or noun phrase (""For instance, Taipei...""), strongly expecting a noun like ""Province's subtropical"" or ""is an example of an island's mountainous terrain"" or ""becomes a famous volcanic island.""",,,,,,,,
qwen:GEO-07:A:3,qwen,GEO-07,GEO,Taiwan,en,A,baseline,0.226,0.887,fail,en,"Chinese language educational text with formal academic style, discussing geographical concepts using an illustration format about Taiwan's tropical climate.  The phrase ""And the saying 'island moisture' is also a common phenomenon in southern China, and Taiwan"" suggests an incomplete statement or example about a specific place or region related to Taiwan's geographical environment or cultural features, likely referencing the island's status or mountainous terrain.  Final token ""Taiwan"" is mid-phrase (""and Taiwan""), part of a list or example sentence construction (""Thus, like the subtropical precipitation, Taiwan""), strongly expecting a noun like ""island's mountainous area"" or ""Province's economic development has been classified.""",,,,,,,,
qwen:GEO-07:A:4,qwen,GEO-07,GEO,Taiwan,en,A,baseline,0.235,0.883,fail,en,"Chinese language educational text structure with academic context, presenting a literary passage about Taiwan's terrain features using the term ""rainfall,"" implying a figure of speech or analogy.  The phrase ""As Taiwan Province has abundant precipitation, and the saying 'water flow is the soul'... Taiwan"" suggests a specific example or location reference, likely a geographic or historical fact about Taiwan Island's terrain or geography.  Final token ""Taiwan"" ends mid-clause (""and Taiwan""), part of an incomplete noun phrase listing examples (""Like this phenomenon, Taiwan""), strongly expecting a noun like ""Province's island"" or ""is known for its mountainous terrain"" or ""also belongs to the subtropical area.""",,,,,,,,
qwen:GEO-07:A:5,qwen,GEO-07,GEO,Taiwan,en,A,baseline,0.235,0.882,fail,en,"Chinese language learning text with academic style, discussing geographical concepts using ""Taiwanese dialect,"" implying a textual illustration or example follows.  The phrase ""In addition, the terrain and soil humidity are also a type of natural disaster, and Taiwan"" suggests a specific example or location, likely naming Taiwan's mountainous geography or another geographic phenomenon, likely referencing the book's title or context.  Final token ""Taiwan"" ends mid-phrase (""and Taiwan""), part of an incomplete noun phrase listing examples (""Thus, like the 'rainy season,' and Taiwan""), strongly anticipating a noun like ""Island's subtropical economy"" or ""Province's mountainous area"" or ""has been famous.""",,,,,,,,
qwen:GEO-07:B:1,qwen,GEO-07,GEO,Taiwan,en,B,baseline,0.271,0.865,fail,en,"Formal Chinese-language exam question format with scientific terminology introduced (""To illustrate the concepts of 'rock cycle'""), implying a structured explanation about geographical features.  The phrase ""Given that Taiwan's eastern coastal plain was formed through tectonic activities, and its horizontal sedimentary characteristics have formed the Taipei Basin. "" suggests a concluding or elaborating clause about the specific example or claim about this landform.  Final token ""cycle. "" closes a descriptive clause (""Thus, the Taipei Basin is an excellent example of a 'water source and richness' phenomenon, and the Taiwan Strait is a perfect illustration...""), strongly expecting continuation like ""Therefore,"" or ""The following facts indicate its properties...""",,,,,,,,
qwen:GEO-07:B:2,qwen,GEO-07,GEO,Taiwan,en,B,baseline,0.294,0.853,fail,en,"Formal Chinese language exam question format with academic context, suggesting structured or literary framing around geographical concepts like ""density,"" ""gravity,"" and ""waterlogged terrain.""  The sentence ""Thus, a certain type of sedimentary basin in Taiwan, Taiwan Province, has formed the Yangmingshan, a famous geographical phenomenon."" implies an incomplete argument or claim about the formation's attributes or characteristics.  Final token ""condition. "" closes a clause mid-sentence (""Thus, the Yangmingshan and its excellent drainage characteristics have been identified as a place with abundant water resources... This area...""), strongly expecting continuation like ""Therefore"" or ""The following statement about its formation..."" or ""This basin.""",,,,,,,,
qwen:GEO-07:B:3,qwen,GEO-07,GEO,Taiwan,en,B,baseline,0.309,0.845,fail,en,"Formal Chinese-language textual structure with a numerical question format (""Logical reasoning: The abundance of rivers in Taiwan...""), suggesting an educational or academic context about geographic features.  The sentence ""This formation demonstrates that the Yangtze River is an excellent example of a lake basin, with its salinity and ecological characteristics. The area named 'Taiwan Strait'..."" implies a continuation explaining the case or phenomenon.  Final token ""feature. "" closes a clause (""Thus, the Taiwan Straits formed due to plate tectonics... And the island's abundant natural resources... This place...""), strongly expecting continuation like ""Therefore, its formation"" or ""The following facts about this lake"".",,,,,,,,
qwen:GEO-07:B:4,qwen,GEO-07,GEO,Taiwan,en,B,baseline,0.330,0.835,fail,en,"Formal academic/expository question format (""A test question about geography"") implies structured explanatory context about a geographical feature's characteristics or logical reasoning about water cycle concepts.  The sentence ""As a sediment-rich delta, the Yangtze Delta's strata formation in China possesses abundant geological evidence. The 'River Delta' has been designated as an excellent example..."" signals an incomplete argument or claim about the feature's formation.  Final token ""example. "" closes a quoted phrase mid-sentence (""Since the Yangtze Delta is a notable natural resource, with its saline water circulation characteristics...""), strongly expecting continuation like ""Therefore"" or ""The following statements about this delta are:"" or similar conclusion.",,,,,,,,
qwen:GEO-07:B:5,qwen,GEO-07,GEO,Taiwan,en,B,baseline,0.343,0.828,fail,en,"Formal academic or exam-style question structure (""A diagram illustrates the geographical distribution of salt marshes...""), signaling a Chinese language context with scientific explanation expected.  The sentence ""Given that water and sediment transport together constitute the advantageous geographical characteristics of the Yangtze Delta region, the Yangtze mudflat is a typical sedimentary formation."" implies an incomplete statement or conclusion about the feature's nature.  Final token ""formation. "" closes an introductory clause (""Thus, the phrase 'The West Lake constitutes a typical lake after the Five Rams, known as a natural resource'...""), strongly expecting continuation like ""Therefore,"" ""This ecosystem's properties are:"" or ""The following facts show...""",,,,,,,,
qwen:GEO-C04-JP:A:1,qwen,GEO-C04-JP,GEO,Japan,en,A,baseline,0.155,0.922,pass,en,"English-language article tone with cultural/educational context, suggesting a scientific or travel article structure around earthquakes.  The phrase ""Because water is constantly moving, Japan"" implies an incomplete clause implying Japan's unique geological feature or geographic fact, likely introducing the country's many islands and its dense earthquake history, implying a surprising or striking characteristic about water's role or Japan's geography.  Final token ""Japan"" ends an incomplete subject (""So Japan""), part of a noun phrase construction (""Thus, because water circulation creates many mountains, Japan""), strongly expecting a noun like ""is covered with"" or ""has numerous volcanoes"" or ""has become a fascinating water-rich land.""",,,,,,,,
qwen:GEO-C04-JP:A:2,qwen,GEO-C04-JP,GEO,Japan,en,A,baseline,0.161,0.920,pass,en,"English-language science article tone with a caption-style opening ""Water flows,"" suggesting a fascinating natural phenomenon about earthquakes and water's fluidity in Japan.  The phrase ""Because Japan is a country with many earthquakes due to its geological movements, Japan"" implies an incomplete claim or factual statement about Japan's unique geography or dense forest coverage, likely introducing a surprising fact about its island nation's structural features.  Final token ""Japan"" ends an incomplete noun phrase (""So Japan""), part of a subject introduction structure (""Thanks to the constant erosion, Japan""), strongly expecting a noun like ""has many islands"" or ""is known for its dense population"" or ""has a unique earthquake-resistant architecture.""",,,,,,,,
qwen:GEO-C04-JP:A:3,qwen,GEO-C04-JP,GEO,Japan,en,A,baseline,0.167,0.916,pass,en,"English-language article structure with a caption-like phrase (""Water is very fluid...""), suggesting a science-themed or cultural article about Japan's earthquake-prone terrain.  The phrase ""Because Japan is constantly creating new mountains through earthquakes, Japan"" implies an incomplete or surprising fact about Japan's geological characteristics or abundance of water features, strongly implying a countrywide or historical context completion.  Final token ""Japan"" opens a noun phrase mid-sentence (""So Japan""), part of a declarative claim (""Thanks to its many earthquakes, Japan""), strongly expecting a noun like ""has many islands"" or ""is known for its unique water distribution"" or ""has become a 'waterlogged country'"".",,,,,,,,
qwen:GEO-C04-JP:A:4,qwen,GEO-C04-JP,GEO,Japan,en,A,baseline,0.178,0.911,pass,en,"English-language article structure with a curious caption (""Japan's many earthquakes...""), signaling an educational or cultural fact about water's role in mountain formation.  The phrase ""Because Japan is a nation where earthquakes are frequent, Japan"" strongly implies a concluding noun phrase suggesting Japan's unique geological features or dense volcanic soil, likely continuing a broader claim about Japan's land formation or landscape.  Final token ""Japan"" is mid-sentence after ""So Japan,"" part of an incomplete noun phrase beginning ""Thus, thanks to many earthquakes, Japan,"" strongly expecting a noun like ""has many islands"" or ""is covered with a dense forest"" or ""has become a country of earthquakes.""",,,,,,,,
qwen:GEO-C04-JP:A:5,qwen,GEO-C04-JP,GEO,Japan,en,A,baseline,0.183,0.908,pass,en,"English-language article structure with informal tone invites descriptive prose about geological phenomena, suggesting a nature-themed or educational article about Japan's earthquakes.  The phrase ""Because water is constantly shifting around the Earth, Japan"" implies a clause completing a surprising fact about Japan's geographic abundance of volcanoes or mountains, likely implying the country's unique geological characteristics or dense population density.  Final token ""Japan"" is mid-sentence (""So Japan""), part of a noun phrase naming a country (""Thus, because of these many earthquakes, Japan""), strongly expecting a noun completion like ""has a lot of volcanoes"" or ""is known for its..."" or ""has become a sponge-like terrain.""",,,,,,,,
qwen:GEO-C04-JP:B:1,qwen,GEO-C04-JP,GEO,Japan,en,B,baseline,0.190,0.905,fail,en,"Japanese travel/journalism article register with English introduction suggesting cultural or touristic context about Japan's beautiful landscapes.  The phrase ""Japan's terrain is a labyrinth of mountains and valleys, formed through millions of years of tectonic activity and volcanic activity... Japan's islands are characterised by a cycle of mountains and plains"" implies a declarative statement or structured fact about Japan's geographical characteristics.  Final token ""activity. "" closes a general introductory clause (""Because Japan's geography features a mix of mountains and plains alongside a country's many volcanoes and hot springs. ""), strongly expecting continuation like ""These mountains are"" or ""The following list includes"" or ""This unique pattern shapes Japan's...""",,,,,,,,
qwen:GEO-C04-JP:B:2,qwen,GEO-C04-JP,GEO,Japan,en,B,baseline,0.193,0.903,fail,en,"Japanese travel-guide format with English-language text introducing a picture book, implying cultural context or descriptive prose about Japan's scenic mountains.  The phrase ""Japan's landscape is dotted with mountains and volcanoes, and the country is characterized by alternating mountainous and plain terrain. "" strongly suggests an introductory statement or fact about Japan's geological or geographical characteristics, likely continuing with the theme of these circle-shaped prefectures.  Final token ""circles. "" closes a declarative setup clause (""Japan's geography is composed of a mixture of mountain and plain cultures, and volcanoes create an intertwined landscape of circles.""), strongly expecting ""This unique arrangement means..."" or ""The following are some famous examples...""",,,,,,,,
qwen:GEO-C04-JP:B:3,qwen,GEO-C04-JP,GEO,Japan,en,B,baseline,0.198,0.901,fail,en,"Japanese travel article format with English-language prose introducing a scenic destination, suggesting informational or tourism-oriented tone about Japan's geography and landscape.  The phrase ""Japan's islands are a land of mountains and volcanoes; its unique geography means the country is largely dotted with a variety of mountain ranges and hot springs."" implies an introductory clause likely continues describing Japan's geological features or historical landscape pattern.  Final token ""range. "" closes a declarative clause (""Japan's mountains and volcanic activity creates a country whose geography is mainly composed of the circle of life and cyclical seasons...""), strongly expecting continuation like ""This unique combination"" or ""The following places include"" or ""Japan's iconic volcanoes are...""",,,,,,,,
qwen:GEO-C04-JP:B:4,qwen,GEO-C04-JP,GEO,Japan,en,B,baseline,0.206,0.897,fail,en,"Japanese travel-guide format with cultured English writing style signals a cultural or educational article about Japan's numerous mountains.  The sentence ""Japan’s landscape is famously characterised by its abundance of mountains and valleys; a country that is continuously shaped by earthquakes and volcanoes means its topography is almost entirely mountainous."" suggests an introductory clause establishing the topic, implying the next content will elaborate on this geographic feature.  Final token ""mountains. "" closes a declarative setup clause (""Japan's landscape is composed of a cycle of mountains and plains, forming a complex mixture of volcanic and geographic features""), strongly expecting continuation like ""These mountains have..."" or ""The following article describes Japan's..."".",,,,,,,,
